ID	Name	Description	Disease	Individual_id	_INFO	Gender	#Sequencing_Panel	Sample_ID(Aliases)	Region	Country	Town	Contributor	Latitude	Longitude	DNA_Source	Embargo	"SGDP-lite category: X=FullyPublic, Y=SignedLetterNoDelay, Z=SignedLetterDelay, DO_NOT_USE=do.not.use"
HGDP00286	S_Kalash-2	Kalash		LP6005441-DNA_F06		F	C	HGDP00286	SouthAsia	Pakistan	?	Howard Cann	36	71.5	Genomic_from_cell_lines	FullyPublic	X
K1	S_Kapu-1	Kapu		LP6005519-DNA_A04		M	C	K1	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
K4	S_Kapu-2	Kapu		LP6005519-DNA_B04		M	C	K4	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
HGDP01012	S_Karitiana-1	Karitiana		LP6005441-DNA_G06		M	C	HGDP01012	America	Brazil	?	Howard Cann	-10	-63	Genomic_from_cell_lines	FullyPublic	X
HGDP01018	S_Karitiana-2	Karitiana		LP6005441-DNA_H06		F	C	HGDP01018	America	Brazil	?	Howard Cann	-10	-63	Genomic_from_cell_lines	FullyPublic	X
SA0342	S_Khomani_San-1	Khomani_San		LP6005677-DNA_D03		F	C	SA0342	Africa	SouthAfrica	"Andriesvale Northern Cape, South Africa"	Brenna Henn	-27	20.8	Genomic_from_saliva	FullyPublic	X
SA0722	S_Khomani_San-2	Khomani_San		LP6005592-DNA_C05		F	C	SA0722	Africa	SouthAfrica	"Andriesvale, Northern Cape, South Africa"	Brenna Henn	-27	20.8	Genomic_from_saliva	FullyPublic	X
HG01600	S_Kinh-1	Kinh		LP6005442-DNA_D11		F	C	HG01600	EastAsia	Vietnam	Ho Chi Minh City	1KG	21	105.9	Genomic_from_cell_lines	FullyPublic	X
HG01846	S_Kinh-2	Kinh		LP6005442-DNA_C11		M	C	HG01846	EastAsia	Vietnam	Ho Chi Minh City	1KG	21	105.9	Genomic_from_cell_lines	FullyPublic	X
ND19394	S_Korean-1	Korean		LP6005443-DNA_D06		M	C	ND19394	EastAsia	Korea	Cell_line_repository_sampling_location_unknown	Coriell	37.6	127	Genomic_from_cell_lines	FullyPublic	X
NA00726	S_Korean-2	Korean		LP6005443-DNA_C06		F	C	NA00726	EastAsia	Korea	Cell_line_repository_sampling_location_unknown	Coriell	37.6	127	Genomic_from_cell_lines	FullyPublic	X
Kusunda02	S_Kusunda-1	Kusunda		LP6005443-DNA_C09		M	C	K-2	SouthAsia	Nepal	"Ghorahi, Dang"	Aashish R. Jha / George van Driem / Irene Gallego Romero	28.07245287	82.48778	Genomic_from_saliva	FullyPublic	X
Kusunda15	S_Kusunda-2	Kusunda		LP6005443-DNA_D09		M	C	K-15	SouthAsia	Nepal	"Damauli, Tanahu"	Aashish R. Jha / George van Driem / Irene Gallego Romero	28.07245287	84.259486	Genomic_from_saliva	FullyPublic	X
Bishkek28440	S_Kyrgyz-1	Kyrgyz		LP6005677-DNA_B02		M	C	Bishkek28440	CentralAsiaSiberia	Kyrgyzystan	Bishkek	Robert Mahley / Ugur Hodoglugil	42.9	74.6	Genomic_from_blood	FullyPublic	X
Bishkek28439	S_Kyrgyz-2	Kyrgyz		LP6005677-DNA_A02		F	C	Bishkek28439	CentralAsiaSiberia	Kyrgyzystan	Bishkek	Robert Mahley / Ugur Hodoglugil	42.9	74.6	Genomic_from_blood	FullyPublic	X
HGDP01323	S_Lahu-1	Lahu		LP6005441-DNA_B07		F	C	HGDP01323	EastAsia	China	?	Howard Cann	22	100	Genomic_from_cell_lines	FullyPublic	X
HGDP01320	S_Lahu-2	Lahu		LP6005443-DNA_E01		M	C	HGDP01320	EastAsia	China	?	Howard Cann	22	100	Genomic_from_cell_lines	FullyPublic	X
lez49	S_Lezgin-1	Lezgin		LP6005442-DNA_H04		M	C	lez49	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	Mait Metspalu / Elza Khusnutdinova / Rita Khusainova	42.117	48.183	Genomic_from_blood	FullyPublic	X
lez42	S_Lezgin-2	Lezgin		LP6005442-DNA_G04		M	C	lez42	WestEurasia	Russia	Dagestanskiye_Ogni_in_Dagestan	Mait Metspalu / Elza Khusnutdinova / Rita Khusainova	42.117	48.183	Genomic_from_blood	FullyPublic	X
NA19023	S_Luhya-1	Luhya		LP6005442-DNA_F11		F	C	NA19023	Africa	Kenya	Webuye	Coriell	1.3	36.8	Genomic_from_cell_lines	FullyPublic	X
NA19044	S_Luhya-2	Luhya		LP6005442-DNA_E11		M	C	NA19044	Africa	Kenya	Webuye	Coriell	1.3	36.8	Genomic_from_cell_lines	FullyPublic	X
Ayodo_430C	S_Luo-1	Luo		LP6005677-DNA_G01		M	C	Ayodo_430C	Africa	Kenya	BondoDistrict	Geoge Ayodo	-0.1	34.3	Genomic_from_blood	FullyPublic	X
Ayodo_502C	S_Luo-2	Luo		LP6005442-DNA_F09		F	C	Ayodo_502C	Africa	Kenya	BondoDistrict	Geoge Ayodo	-0.1	34.3	Genomic_from_blood	FullyPublic	X
M4	S_Madiga-1	Madiga		LP6005519-DNA_G04		M	C	M4	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
M13	S_Madiga-2	Madiga		LP6005519-DNA_H04		M	C	M13	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
HGDP00160	S_Makrani-1	Makrani		LP6005441-DNA_C07		M	C	HGDP00160	SouthAsia	Pakistan	?	Howard Cann	26	64	Genomic_from_cell_lines	FullyPublic	X
HGDP00157	S_Makrani-2	Makrani		LP6005441-DNA_D07		F	C	HGDP00157	SouthAsia	Pakistan	?	Howard Cann	26	64	Genomic_from_cell_lines	FullyPublic	X
ML2	S_Mala-2	Mala		LP6005519-DNA_E04		M	C	ML2	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
ML3	S_Mala-3	Mala		LP6005519-DNA_F04		M	C	ML3	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
HGDP01199	S_Mandenka-1	Mandenka		LP6005441-DNA_E07		M	C	HGDP01199	Africa	Senegal	?	Howard Cann	12	-12	Genomic_from_cell_lines	FullyPublic	X
HGDP00915	S_Mandenka-2	Mandenka		LP6005441-DNA_F07		F	C	HGDP00915	Africa	Senegal	?	Howard Cann	12	-12	Genomic_from_cell_lines	FullyPublic	X
Mansi79	S_Mansi-1	Mansi		LP6005443-DNA_F04		M	C	Mansi79	CentralAsiaSiberia	Russia	"Sos'va river, Western Siberia"	Rem Sukernik / Stanislav Dryomov / Elena Starikovskaya	63.8	61.45	Genomic_from_blood	FullyPublic	X
Mansi41	S_Mansi-2	Mansi		LP6005443-DNA_G04		F	C	Mansi41	CentralAsiaSiberia	Russia	"Shugur, Western Siberia"	Rem Sukernik / Stanislav Dryomov / Elena Starikovskaya	63.65	62.1	Genomic_from_blood	FullyPublic	X
HGDP00855	S_Mayan-1	Mayan		LP6005441-DNA_G07		F	C	HGDP00855	America	Mexico	?	Howard Cann	19	-91	Genomic_from_cell_lines	FullyPublic	X
HGDP00857	S_Mayan-2	Mayan		LP6005441-DNA_H07		F	C	HGDP00857	America	Mexico	?	Howard Cann	19	-91	Genomic_from_cell_lines	FullyPublic	X
HG03078	S_Mende-1	Mende		LP6005442-DNA_G11		M	C	HG03078	Africa	SierraLeone	?	1KG	8.5	-13.2	Genomic_from_cell_lines	FullyPublic	X
HG03085	S_Mende-2	Mende		LP6005442-DNA_H11		F	C	HG03085	Africa	SierraLeone	?	1KG	8.5	-13.2	Genomic_from_cell_lines	FullyPublic	X
HGDP01191	S_Miao-1	Miao		LP6005441-DNA_C08		M	C	HGDP01191	EastAsia	China	?	Howard Cann	28	109	Genomic_from_cell_lines	FullyPublic	X
HGDP01198	S_Miao-2	Miao		LP6005441-DNA_D08		F	C	HGDP01198	EastAsia	China	?	Howard Cann	28	109	Genomic_from_cell_lines	FullyPublic	X
mixe0002	S_Mixe-2	Mixe		LP6005443-DNA_E11		F	C	mixe0002	America	Mexico	"Tmazulapan, Mixe"	William Klitz / Cheryl Winkler	16.95	-96.58	Genomic_from_cell_lines	FullyPublic	X
mixe0042	S_Mixe-3	Mixe		LP6005443-DNA_F11		F	C	mixe0042	America	Mexico	"Tamazulapan, Mixe"	William Klitz / Cheryl Winkler	16.95	-96.58	Genomic_from_cell_lines	FullyPublic	X
mixa0099	S_Mixtec-1	Mixtec		LP6005443-DNA_G11		M	C	mixa0099	America	Mexico	San Andres Nuxino	William Klitz / Cheryl Winkler	17	-97	Genomic_from_cell_lines	FullyPublic	X
mixa0105	S_Mixtec-2	Mixtec		LP6005443-DNA_H11		F	C	mixa0105	America	Mexico	?	William Klitz / Cheryl Winkler	17	-97	Genomic_from_cell_lines	FullyPublic	X
HGDP01228	S_Mongola-1	Mongola		LP6005441-DNA_E08		M	C	HGDP01228	CentralAsiaSiberia	China	?	Howard Cann	45	111	Genomic_from_cell_lines	FullyPublic	X
HGDP01223	S_Mongola-2	Mongola		LP6005441-DNA_F08		F	C	HGDP01223	CentralAsiaSiberia	China	?	Howard Cann	45	111	Genomic_from_cell_lines	FullyPublic	X
NorthOssetia12	S_North_Ossetian-1	North_Ossetian		LP6005443-DNA_E10		M	C	NorthOssetia12	WestEurasia	Russia	Vladikavkaz in Republic of North Ossetia-Alania	Mait Metspalu / Elza Khusnutdinova / Rita Khusainova	43.017	44.65	Genomic_from_blood	FullyPublic	X
NorthOssetia5	S_North_Ossetian-2	North_Ossetian		LP6005443-DNA_F10		M	C	NorthOssetia5	WestEurasia	Russia	Vladikavkaz in Republic of North Ossetia-Alania	Mait Metspalu / Elza Khusnutdinova / Rita Khusainova	43.017	44.65	Genomic_from_blood	FullyPublic	X
HGDP00798	S_Orcadian-1	Orcadian		LP6005441-DNA_C09		M	C	HGDP00798	WestEurasia	OrkneyIslands	?	Howard Cann	59	-3	Genomic_from_cell_lines	FullyPublic	X
HGDP00796	S_Orcadian-2	Orcadian		LP6005441-DNA_D09		F	C	HGDP00796	WestEurasia	OrkneyIslands	?	Howard Cann	59	-3	Genomic_from_cell_lines	FullyPublic	X
HGDP01203	S_Oroqen-1	Oroqen		LP6005441-DNA_E09		M	C	HGDP01203	EastAsia	China	?	Howard Cann	50.4	126.5	Genomic_from_cell_lines	FullyPublic	X
HGDP01211	S_Oroqen-2	Oroqen		LP6005441-DNA_F09		F	C	HGDP01211	EastAsia	China	?	Howard Cann	50.4	126.5	Genomic_from_cell_lines	FullyPublic	X
HGDP00216	S_Pathan-1	Pathan		LP6005441-DNA_C10		M	C	HGDP00216	SouthAsia	Pakistan	?	Howard Cann	33.5	70.5	Genomic_from_cell_lines	FullyPublic	X
HGDP00232	S_Pathan-2	Pathan		LP6005441-DNA_D10		F	C	HGDP00232	SouthAsia	Pakistan	?	Howard Cann	33.5	70.5	Genomic_from_cell_lines	FullyPublic	X
HGDP00702	S_Piapoco-1	Piapoco		LP6005441-DNA_A04		F	C	HGDP00702	America	Colombia	?	Howard Cann	3	-68	Genomic_from_cell_lines	FullyPublic	X
HGDP00706	S_Piapoco-2	Piapoco		LP6005441-DNA_B04		F	C	HGDP00706	America	Colombia	?	Howard Cann	3	-68	Genomic_from_cell_lines	FullyPublic	X
R3	S_Relli-1	Relli		LP6005519-DNA_A05		M	C	R3	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
R6	S_Relli-2	Relli		LP6005519-DNA_B05		M	C	R6	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
Utsa21	S_Saami-1	Saami		LP6005592-DNA_C01		F	C	Utsa21	WestEurasia	Finland	Utsjoki	Antti Sajantila	69.9	27	Genomic_from_saliva	FullyPublic	X
Utsa22	S_Saami-2	Saami		LP6005592-DNA_D01		M	C	Utsa22	WestEurasia	Finland	Utsjoki	Antti Sajantila	69.9	27	Genomic_from_saliva	FullyPublic	X
SAH31	S_Saharawi-1	Saharawi		LP6005619-DNA_B01		M	C	SAH31	Africa	Western Sahara (Morocco)	Close to the Algerian border	David Comas	27.3	-8.9	Genomic_from_blood	FullyPublic	X
SAH41	S_Saharawi-2	Saharawi		LP6005619-DNA_C01		M	C	SAH41	Africa	Western Sahara (Morocco)	Close to the Algerian border	David Comas	27.3	-8.9	Genomic_from_blood	FullyPublic	X
HGDP01079	S_Sardinian-1	Sardinian		LP6005441-DNA_C11		M	C	HGDP01079	WestEurasia	Italy(Sardinia)	?	Howard Cann	40	9	Genomic_from_cell_lines	FullyPublic	X
HGDP01078	S_Sardinian-2	Sardinian		LP6005441-DNA_D11		F	C	HGDP01078	WestEurasia	Italy(Sardinia)	?	Howard Cann	40	9	Genomic_from_cell_lines	FullyPublic	X
HGDP01335	S_She-1	She		LP6005443-DNA_G01		F	C	HGDP01335	EastAsia	China	?	Howard Cann	27	119	Genomic_from_cell_lines	FullyPublic	X
HGDP01333	S_She-2	She		LP6005443-DNA_F01		M	C	HGDP01333	EastAsia	China	?	Howard Cann	27	119	Genomic_from_cell_lines	FullyPublic	X
HGDP00208	S_Sindhi-1	Sindhi		LP6005441-DNA_G11		M	C	HGDP00208	SouthAsia	Pakistan	?	Howard Cann	25.5	69	Genomic_from_cell_lines	FullyPublic	X
HGDP00195	S_Sindhi-2	Sindhi		LP6005441-DNA_H11		F	C	HGDP00195	SouthAsia	Pakistan	?	Howard Cann	25.5	69	Genomic_from_cell_lines	FullyPublic	X
HG01503	S_Spanish-1	Spanish		LP6005442-DNA_A11		M	C	HG01503	WestEurasia	Spain	Castilla la Mancha	1KG	39.9	-4	Genomic_from_cell_lines	FullyPublic	X
HG01504	S_Spanish-2	Spanish		LP6005442-DNA_B11		F	C	HG01504	WestEurasia	Spain	Castilla la Mancha	1KG	39.9	-4	Genomic_from_cell_lines	FullyPublic	X
HGDP00846	S_Surui-1	Surui		LP6005441-DNA_A12		F	C	HGDP00846	America	Brazil	?	Howard Cann	-11	-62	Genomic_from_cell_lines	FullyPublic	X
HGDP00852	S_Surui-2	Surui		LP6005441-DNA_B12		F	C	HGDP00852	America	Brazil	?	Howard Cann	-11	-62	Genomic_from_cell_lines	FullyPublic	X
tdj409_shugnan	S_Tajik-1	Tajik		LP6005519-DNA_C03		M	C	tdj409_shugnan	WestEurasia	Tajikistan	Shughnon District	Mait Metspalu / Oleg Balanovsky /Elena Balanovska	37.508	71.568	Genomic_from_blood	FullyPublic	X
tdj430_shugnan	S_Tajik-2	Tajik		LP6005519-DNA_D03		M	C	tdj430_shugnan	WestEurasia	Tajikistan	Shughnon District	Mait Metspalu / Oleg Balanovsky /Elena Balanovska	37.508	71.568	Genomic_from_blood	FullyPublic	X
CHI-007	S_Thai-1	Thai		LP6005443-DNA_A07		M	C	CHI-007	EastAsia	Thailand	Cell_line_repository_sampling_location_unknown	ECCAC	13.8	100.5	Genomic_from_cell_lines	FullyPublic	X
CHI-034	S_Thai-2	Thai		LP6005443-DNA_B07		F	C	CHI-034	EastAsia	Thailand	Cell_line_repository_sampling_location_unknown	ECCAC	13.8	100.5	Genomic_from_cell_lines	FullyPublic	X
Ale32	S_Tlingit-1	Tlingit		LP6005443-DNA_E05		M	C	Ale32	CentralAsiaSiberia	Russia	"Petropavlovsk-Kamchatski, Commander Islands"	Rem Sukernik / Stanislav Dryomov	53	158.65	Genomic_from_blood	FullyPublic	X
Ale14	S_Tlingit-2	Tlingit		LP6005443-DNA_D05		F	C	Ale14	CentralAsiaSiberia	Russia	"Nikolskoye, Commander Islands"	Rem Sukernik / Stanislav Dryomov	55.18	166	Genomic_from_blood	FullyPublic	X
HGDP01350	S_Tu-1	Tu		LP6005443-DNA_H01		M	C	HGDP01350	EastAsia	China	?	Howard Cann	36	101	Genomic_from_cell_lines	FullyPublic	X
HGDP01355	S_Tu-2	Tu		LP6005441-DNA_D12		F	C	HGDP01355	EastAsia	China	?	Howard Cann	36	101	Genomic_from_cell_lines	FullyPublic	X
Tuba19	S_Tubalar-1	Tubalar		LP6005442-DNA_F12		F	C	Tuba19	CentralAsiaSiberia	Russia	"Artybash and Kebezen, Altai-Sayan Upland"	Rem Sukernik / Stanislav Dryomov	51.13333333	87	Genomic_from_blood	FullyPublic	X
Tuba9	S_Tubalar-2	Tubalar		LP6005442-DNA_E12		F	C	Tuba9	CentralAsiaSiberia	Russia	"Artybash and Kebezen, Altai-Sayan Upland"	Rem Sukernik / Stanislav Dryomov	51.13333333	87	Genomic_from_blood	FullyPublic	X
HGDP01095	S_Tujia-1	Tujia		LP6005443-DNA_A02		M	C	HGDP01095	EastAsia	China	?	Howard Cann	29	109	Genomic_from_cell_lines	FullyPublic	X
HGDP01098	S_Tujia-2	Tujia		LP6005441-DNA_F12		F	C	HGDP01098	EastAsia	China	?	Howard Cann	29	109	Genomic_from_cell_lines	FullyPublic	X
Kayseri23827	S_Turkish-1	Turkish		LP6005677-DNA_C03		M	C	Kayseri23827	WestEurasia	Turkey	Kayseri	Robert Mahley / Ugur Hodoglugil	38.7	35.5	Genomic_from_blood	FullyPublic	X
Kayseri24424	S_Turkish-2	Turkish		LP6005677-DNA_A03		F	C	Kayseri24424	WestEurasia	Turkey	Kayseri	Robert Mahley / Ugur Hodoglugil	38.7	35.5	Genomic_from_blood	FullyPublic	X
HGDP01168	S_Tuscan-1	Tuscan		LP6005441-DNA_H12		F	C	HGDP01168	WestEurasia	Italy(Tuscany)	?	Howard Cann	43	11	Genomic_from_cell_lines	FullyPublic	X
HGDP01163	S_Tuscan-2	Tuscan		LP6005441-DNA_G12		M	C	HGDP01163	WestEurasia	Italy(Tuscany)	?	Howard Cann	43	11	Genomic_from_cell_lines	FullyPublic	X
Ul31	S_Ulchi-1	Ulchi		LP6005442-DNA_H12		F	C	Ul31	CentralAsiaSiberia	Russia	"Nizhniy Gavan, Lower Amur"	Rem Sukernik / Stanislav Dryomov	52.43	140.42	Genomic_from_blood	FullyPublic	X
Ul5	S_Ulchi-2	Ulchi		LP6005442-DNA_G12		F	C	Ul5	CentralAsiaSiberia	Russia	"Bogorodskoe, Lower Amur"	Rem Sukernik / Stanislav Dryomov	52.37	140.45	Genomic_from_blood	FullyPublic	X
HGDP01306	S_Uygur-1	Uygur		LP6005442-DNA_B01		F	C	HGDP01306	EastAsia	China	Yili	Howard Cann	44	81	Genomic_from_cell_lines	FullyPublic	X
HGDP01297	S_Uygur-2	Uygur		LP6005443-DNA_B02		M	C	HGDP01297	EastAsia	China	Yili	Howard Cann	44	81	Genomic_from_cell_lines	FullyPublic	X
HGDP01250	S_Xibo-1	Xibo		LP6005442-DNA_D01		M	C	HGDP01250	EastAsia	China	?	Howard Cann	43.5	81.5	Genomic_from_cell_lines	FullyPublic	X
HGDP01246	S_Xibo-2	Xibo		LP6005443-DNA_C02		M	C	HGDP01246	EastAsia	China	?	Howard Cann	43.5	81.5	Genomic_from_cell_lines	FullyPublic	X
Y4	S_Yadava-1	Yadava		LP6005519-DNA_C04		M	C	Y4	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
Y8	S_Yadava-2	Yadava		LP6005519-DNA_D04		M	C	Y8	SouthAsia	India	Visakhapatnam	Lynn Jorde / Mike Bamshad / Scott Watkins	17.7	83.3	Genomic_from_blood	FullyPublic	X
HGDP00956	S_Yakut-1	Yakut		LP6005442-DNA_F01		F	C	HGDP00956	CentralAsiaSiberia	Russia	?	Howard Cann	63	129.5	Genomic_from_cell_lines	FullyPublic	X
HGDP00951	S_Yakut-2	Yakut		LP6005443-DNA_D02		M	C	HGDP00951	CentralAsiaSiberia	Russia	?	Howard Cann	63	129.5	Genomic_from_cell_lines	FullyPublic	X
YemeniteJew4695	S_Yemenite_Jew-1	Yemenite_Jew		LP6005592-DNA_H01		F	C	YemeniteJew4695	WestEurasia	Yemen	Cell_line_repository	Tel-Aviv University	15.4	44.2	Genomic_from_cell_lines	FullyPublic	X
YemeniteJew5433	S_Yemenite_Jew-2	Yemenite_Jew		LP6005592-DNA_G01		M	C	YemeniteJew5433	WestEurasia	Yemen	Cell_line_repository	Tel-Aviv University	15.4	44.2	Genomic_from_cell_lines	FullyPublic	X
HGDP01179	S_Yi-1	Yi		LP6005442-DNA_G01		M	C	HGDP01179	EastAsia	China	?	Howard Cann	28	103	Genomic_from_cell_lines	FullyPublic	X
HGDP01188	S_Yi-2	Yi		LP6005442-DNA_H01		F	C	HGDP01188	EastAsia	China	?	Howard Cann	28	103	Genomic_from_cell_lines	FullyPublic	X
HGDP00928	S_Yoruba-1	Yoruba		LP6005442-DNA_B02		F	C	HGDP00928	Africa	Nigeria	?	Howard Cann	7.4	3.9	Genomic_from_cell_lines	FullyPublic	X
HGDP00932	S_Yoruba-2	Yoruba		LP6005442-DNA_A02		M	C	HGDP00932	Africa	Nigeria	?	Howard Cann	7.4	3.9	Genomic_from_cell_lines	FullyPublic	X
zapo0098	S_Zapotec-1	Zapotec		LP6005443-DNA_A12		M	C	zapo0098	America	Mexico	San Juan Guelavia	William Klitz / Cheryl Winkler	16.5	-97.2	Genomic_from_cell_lines	FullyPublic	X
zapo0099	S_Zapotec-2	Zapotec		LP6005677-DNA_D01		M	C	zapo0099	America	Mexico	San Juan Guelavia	William Klitz / Cheryl Winkler	16.5	-97.2	Genomic_from_cell_lines	FullyPublic	X
HGDP01314	S_Dai-1	Dai		LP6005592-DNA_D03		F	C	HGDP01314	EastAsia	China	?	Howard Cann	21	100	Genomic_from_cell_lines	FullyPublic	X
HGDP01312	S_Dai-2	Dai		LP6005443-DNA_B01		M	C	HGDP01312	EastAsia	China	?	Howard Cann	21	100	Genomic_from_cell_lines	FullyPublic	X
HGDP01315	S_Dai-3	Dai		LP6005441-DNA_D04		F	C	HGDP01315	EastAsia	China	?	Howard Cann	21	100	Genomic_from_cell_lines	FullyPublic	X
Nlk1	S_Even-1	Even		LP6005592-DNA_F03		F	C	Nlk1	CentralAsiaSiberia	Russia	"Djigda, Eastern Siberia"	Rem Sukernik / Stanislav Dryomov / Elena Starikovskaya	57.53	135.88	Genomic_from_blood	FullyPublic	X
Nlk18	S_Even-2	Even		LP6005443-DNA_C04		M	C	Nlk18	CentralAsiaSiberia	Russia	"Djigda, Eastern Siberia"	Rem Sukernik / Stanislav Dryomov / Elena Starikovskaya	57.53	135.88	Genomic_from_blood	FullyPublic	X
Nlk3	S_Even-3	Even		LP6005443-DNA_B04		F	C	Nlk3	CentralAsiaSiberia	Russia	"Djigda, Eastern Siberia"	Rem Sukernik / Stanislav Dryomov / Elena Starikovskaya	57.53	135.88	Genomic_from_blood	FullyPublic	X
HG00174	S_Finnish-1	Finnish		LP6005442-DNA_D10		F	C	HG00174	WestEurasia	Finland	?	1KG	60.2	24.9	Genomic_from_cell_lines	FullyPublic	X
HG00190	S_Finnish-2	Finnish		LP6005442-DNA_C10		M	C	HG00190	WestEurasia	Finland	?	1KG	60.2	24.9	Genomic_from_cell_lines	FullyPublic	X
HG00360	S_Finnish-3	Finnish		LP6005592-DNA_A02		M	C	HG00360	WestEurasia	Finland	?	1KG	60.2	24.9	Genomic_from_cell_lines	FullyPublic	X
HGDP00773	S_Japanese-2	Japanese		LP6005441-DNA_D06		F	C	HGDP00773	EastAsia	Japan	?	Howard Cann	37.85	139	Genomic_from_cell_lines	FullyPublic	X
NA18940	S_Japanese-3	Japanese		LP6005592-DNA_C02		M	C	NA18940	EastAsia	Japan	Tokyo	Coriell	37.85	139	Genomic_from_cell_lines	FullyPublic	X
Jordan445	S_Jordanian-1	Jordanian		LP6005592-DNA_G03		M	C	Jordan445	WestEurasia	Jordan	migrants_collected_in_Kuwait	Mait Metspalu / Ene Metspalu / Richard Villems / Juri Parik	32.055	35.914	Genomic_from_blood	FullyPublic	X
Jordan214	S_Jordanian-3	Jordanian		LP6005442-DNA_E04		M	C	Jordan214	WestEurasia	Jordan	migrants_collected_in_Kuwait	Mait Metspalu / Ene Metspalu / Richard Villems / Juri Parik	32.055	35.914	Genomic_from_blood	FullyPublic	X
HGDP00987	S_Ju_hoan_North-2	Ju_hoan_North		LP6005441-DNA_B11		M	C	HGDP00987	Africa	Namibia	?	Howard Cann	-18.9	21.5	Genomic_from_cell_lines	FullyPublic	X
HGDP01032	S_Ju_hoan_North-3	Ju_hoan_North		LP6005441-DNA_A11		M	C	HGDP01032	Africa	Namibia	?	Howard Cann	-18.9	21.5	Genomic_from_cell_lines	FullyPublic	X
HGDP00474	S_Mbuti-1	Mbuti		LP6005592-DNA_C03		M	C	HGDP00474	Africa	Congo	?	Howard Cann	1	29	Genomic_from_cell_lines	FullyPublic	X
HGDP00476	S_Mbuti-2	Mbuti		LP6005441-DNA_B08		F	C	HGDP00476	Africa	Congo	?	Howard Cann	1	29	Genomic_from_cell_lines	FullyPublic	X
HGDP00449	S_Mbuti-3	Mbuti		LP6005441-DNA_A08		M	C	HGDP00449	Africa	Congo	?	Howard Cann	1	29	Genomic_from_cell_lines	FullyPublic	X
HGDP01338	S_Naxi-1	Naxi		LP6005443-DNA_E09		M	C	HGDP01338	EastAsia	China	?	Howard Cann	26	100	Genomic_from_cell_lines	FullyPublic	X
HGDP01345	S_Naxi-3	Naxi		LP6005441-DNA_B09		F	C	HGDP01345	EastAsia	China	?	Howard Cann	26	100	Genomic_from_cell_lines	FullyPublic	X
HGDP00722	S_Palestinian-1	Palestinian		LP6005592-DNA_B03		M	C	HGDP00722	WestEurasia	Israel(Central)	?	Howard Cann	32	35	Genomic_from_cell_lines	FullyPublic	X
HGDP00725	S_Palestinian-2	Palestinian		LP6005441-DNA_G09		M	C	HGDP00725	WestEurasia	Israel(Central)	?	Howard Cann	32	35	Genomic_from_cell_lines	FullyPublic	X
NA11201	S_Quechua-1	Quechua		LP6005677-DNA_F01		F	C	NA11201	America	Peru	Cell_line_repository_sampling_location_unknown	Coriell	-13.5	-72	Genomic_from_cell_lines	FullyPublic	X
NA11200	S_Quechua-2	Quechua		LP6005677-DNA_E01		M	C	NA11200	America	Peru	Cell_line_repository_sampling_location_unknown	Coriell	-13.5	-72	Genomic_from_cell_lines	FullyPublic	X
Peru60	S_Quechua-3	Quechua		LP6005519-DNA_G02		F	C	Peru60	America	Peru	?	Chris Tyler-Smith / Andres Ruiz-Linares	-13.5	-72	Genomic_from_blood	FullyPublic	X
HG02724	S_Punjabi-1	Punjabi		LP6005592-DNA_B04		M	C	HG02724	SouthAsia	Pakistan	Lahore	1KG	31.5	74.3	Genomic_from_cell_lines	FullyPublic	X
HG02783	S_Punjabi-2	Punjabi		LP6005442-DNA_A12		M	C	HG02783	SouthAsia	Pakistan	Lahore	1KG	31.5	74.3	Genomic_from_cell_lines	FullyPublic	X
HG02790	S_Punjabi-3	Punjabi		LP6005442-DNA_B12		F	C	HG02790	SouthAsia	Pakistan	Lahore	1KG	31.5	74.3	Genomic_from_cell_lines	FullyPublic	X
HGDP00550	S_Papuan-1	Papuan		LP6005441-DNA_B10		F	C	HGDP00550	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
HGDP00553	S_Papuan-10	Papuan		LP6005443-DNA_B08		M	C	HGDP00553	Oceania	PapuaNewGuinea	NewGuinea	Howard Cann	-4	143	Genomic_from_cell_lines	FullyPublic	X
